Migraine Headache,Do you have a history of migraine headaches?,Have you experienced this type of headache before?,Do you typically experience a throbbing or pulsating pain during the headache?,Is the headache usually localized on one side of your head?,Are you sensitive to light or noise during the headache?,Do you experience nausea or vomiting along with the headache?,"Have you noticed any visual disturbances, such as seeing flashing lights or blind spots, before or during the headache?",Does physical activity worsen your headache?,Have you recently experienced any head trauma or injury?,Do you have a family history of migraines or other types of headaches?,"Have you noticed any specific triggers that seem to precede your headaches, such as certain foods, stress, or hormonal changes?","Do you have any other associated symptoms during the headache, such as nasal congestion, watery eyes, or forehead pressure?",Have you recently started or changed any medications?,"Have you been experiencing any other neurologylogical symptoms, such as weakness, numbness, or difficulty speaking?",,
Hypertension,"Have you been consistently measuring your blood pressure, and if so, have you noticed elevated readings?","Have you experienced any symptoms such as headaches, dizziness, or visual changes?",Do you have a family history of high blood pressure or cardiovascular diseases?,Have you noticed any swelling in your legs or ankles?,Do you have a history of kidney disease or problems with your urinary system?,Have you been diagnosed with any other medical conditions such as diabetes or thyroid disorders?,Are you currently taking any medications that may contribute to high blood pressure?,"Have you made any recent lifestyle changes, such as changes in diet, exercise, or alcohol consumption?",Do you smoke or have a history of smoking?,Have you experienced any sudden weight gain or changes in your appetite?,Have you been feeling fatigued or experiencing difficulty sleeping?,Have you ever been diagnosed with a heart condition or had any heart-related symptoms?,Have you noticed any chest pain or shortness of breath?,,,
Sprained ankle,Did you experience a sudden injury or trauma to your ankle?,Did you hear a popping sound or feel a tearing sensation at the time of injury?,Did your ankle swell immediately after the injury?,Did you notice any immediate bruising or discoloration around the ankle?,Can you bear weight on the affected ankle or is it too painful?,Do you have pain when you touch or apply pressure to specific areas of your ankle?,Have you noticed any numbness or tingling in your foot or toes since the injury?,Does the pain worsen when you move your ankle or try to walk?,Do you have a history of similar ankle injuries in the past?,"Did you experience any symptoms before the injury, such as instability or recurrent ankle sprains?",Have you recently changed your footwear or started any new physical activities?,Did you lose consciousness or experience any other injuries during the incident?,"Are you currently taking any medications that could affect your bones or increase the risk of injury, such as corticosteroids?",,,
Knee pain,Have you experienced any recent trauma or injury to your knee?,Do you notice any swelling or redness around your knee?,Have you noticed any changes in the shape or appearance of your knee?,Do you feel any warmth or increased temperature around your knee?,Have you had any recent fever or signs of infection?,Is the pain constant or does it come and go?,Does the pain worsen with movement or weight-bearing activities?,Have you noticed any stiffness or difficulty in moving your knee?,Have you experienced any locking or catching sensations in your knee joint?,Have you noticed any clicking or grinding noises in your knee?,Do you have a history of gout or elevated uric acid levels?,Have you experienced any joint pain in other areas of your body?,Have you tried any treatments or medications for your knee pain??,,,
"Skin infection, Cellulitis",Have you noticed any redness or inflammation on your skin?,Do you have any pain or tenderness in the affected area?,Have you experienced any itching or discomfort associated with the skin infection?,Is there any drainage or pus coming from the infected area?,Have you recently had a fever or chills?,"Did the skin infection develop after a cut, scrape, or other skin injury?",Have you been in close contact with anyone who has had a skin infection recently?,Have you traveled to any tropical or high-risk areas in the past few months?,Are there any specific areas of your body that are more affected by the skin infections?,Have you noticed any changes in the size or appearance of the skin lesions over time?,"Do you have any underlying medical conditions, such as diabetes or a weakened immune system?","Have you been taking any medications, including antibiotics or immunosuppressive drugs?",Have you tried any over-the-counter treatments or home remedies for your skin infection?,,,
Sunburn,Have you recently spent a significant amount of time in direct sunlight or have you been exposed to intense sunlight for an extended period?,"Did you use any form of sun protection, such as sunscreen, hats, or protective clothing, during your sun exposure?",How long were you exposed to the sun before noticing the symptoms of sunburn?,Did you experience any pain or discomfort during sun exposure?,Have you noticed any blistering or peeling of the affected skin?,Do you have a history of sensitive skin or a tendency to burn easily in the sun?,"Have you used any new medications or topical products recently, especially ones that may increase your skin's sensitivity to sunlight?","Have you experienced any other symptoms alongside the sunburn, such as fever, headache, nausea, or dizziness?","Have you had a previous episode of sunburn in the past, and if so, did it have any complications?",Have you noticed any changes in your overall health or any new symptoms besides the sunburn?,"Have you had any recent travel to tropical or high-altitude areas, where the sun's intensity may be stronger?","Have you been diagnosed with any medical conditions that may affect your skin's sensitivity, such as lupus or photosensitivity disorders?","Have you taken any recent measures to relieve the symptoms, such as applying aloe vera, using over-the-counter pain relievers, or taking cool baths?",,,
Vaginal yeast infection,Do you have a temperature of greater than 100.3 F?,Is the discharge accompanied by a foul odor?,Have you experienced any itching or irritation in the vaginal area?,Have you had any previous episodes of vaginal discharge or infections?,Is this similar to a past yeast infection?,"Have you recently started or changed any medications, such as antibiotics or birth control pills?",Have you recently engaged in sexual activity without using protection?,Do you have any lower abdominal pain or discomfort?,Have you noticed any blood in the discharge or experienced abnormal vaginal bleeding?,"Have you had any recent urinary symptoms, such as frequent urination or pain while urinating?",,,,,,
"Vaginal Bacterial Vaginosis, BV",Do you have a temperature of greater than 100.3 F?,Is your discharge similar to previous BV infections you have had?,"Have you noticed a strong, fishy odor coming from the vaginal discharge?",Is the discharge thin and grayish-white in color?,Do you experience any itching or irritation in the vaginal area?,Have you noticed an increase in the amount of vaginal discharge?,Does the discharge have a frothy or bubbly consistency?,Do you experience any pain or discomfort during sexual intercourse?,Have you recently changed sexual partners or engaged in unprotected sexual activity?,"Are you currently using any vaginal hygiene products, such as douches or scented soaps?",Have you noticed any abnormal vaginal bleeding or spotting?,,,,,
Female Pelvic Pain,Do you have a temperature of greater than 100.3 F?,Does your pain worsen around the time of your period?,"If you push or your belly and let go, do you jump in pain?",Have you been in pain for more than 7 days?,Was your last period more than 30 days ago?,Could you be pregnant?,Do you have any vaginal discharge?,Have you been diagnosed with an ovarian cyst or fibroids? ,,,,,,,,
Ankle pain,Did you experience any recent injury or trauma to your ankle?,Have you noticed any swelling or redness around your ankle joint?,Is the pain primarily located on the inside or outside of your ankle?,Do you have any difficulty bearing weight or putting pressure on your affected ankle?,Have you observed any deformity or misalignment of your ankle joint?,"Does the pain worsen with movement, such as walking or running?",Have you experienced any locking or catching sensations in your ankle joint?,Does the pain radiate up or down your leg from your ankle?,Have you noticed any stiffness or limited range of motion in your ankle?,Is the pain more intense in the morning or after periods of rest?,"Do you have any history of arthritis or joint pain, particularly in your ankles?",Have you recently started any new medications that may potentially cause ankle pain?,"Have you experienced any recent fever or signs of infection, such as redness, warmth, or fever associated with your ankle pain?",,,
Hip pain,Have you recently experienced any trauma or injury to your hip?,"Do you have any history of arthritis or joint pain, particularly in your hip?",Have you noticed any swelling or redness around your hip joint?,Do you have a fever or any other signs of infection?,Have you been experiencing any stiffness or limited range of motion in your hip?,Do you feel the pain radiating down your leg or into your groin?,"Have you noticed any clicking, popping, or grinding sensations in your hip joint?",Does the pain worsen with movement or activity?,Have you noticed any recent changes in your gait or walking pattern?,Do you have a history of osteoporosis or any bone-related conditions?,"Have you recently started any new medications, especially ones that affect your bones or joints?",Do you have any known neurologylogical conditions that could potentially affect your hip?,Have you experienced any recent weight loss or loss of appetite?,,,
Stomach pain,Have you experienced any recent changes in your diet or eating habits?,"Do you have a history of gastrointestinal disorders such as acid reflux, gastritis, or ulcers?",Have you recently traveled to any foreign countries or regions?,Are you currently taking any medications or supplements that may affect your digestive system?,"Have you noticed any specific triggers or patterns related to your stomach pain, such as after meals or during periods of stress?","Have you experienced any changes in your bowel movements, such as diarrhea or constipation?","Have you noticed any blood in your stools or experienced black, tarry stools?",Have you experienced any unintentional weight loss or loss of appetite?,Do you have a history of food allergies or intolerances?,Have you experienced any recent abdominal trauma or injuries?,"Are you experiencing any symptoms like fever, vomiting, or nausea along with the stomach pain?","Have you ever been diagnosed with any chronic medical conditions, such as diabetes or inflammatory bowel disease?","Have you undergone any recent surgeries, particularly in the abdominal area?",,,
Dermatitis,Is your dermatitis localized to a specific area of the body or is it generalized?,Did the dermatitis appear suddenly or has it been developing gradually over time?,Does the dermatitis cause itching?,Is the dermatitis painful?,Is the dermatitis associated with fever (temperature of 100.4F or higher?,Does the dermatitis blanch (turn white) when pressure is applied?,Have you recently traveled outside of the US or been out in nature?,"Does the dermatitis come and go, or is it persistent?",Have you recently been exposed to any potential allergens or irritants?,Have you had contact with plants out in nature? ,,,,,,
Toothache,Have you experienced any recent trauma or injury to your mouth or face?,Do you have any visible swelling or redness around the painful tooth or in your gums?,Is the pain constant or does it come and go?,"Does anything make the pain worse, such as eating, drinking hot or cold beverages, or biting down?",Have you noticed any sensitivity to hot or cold temperatures in the affected tooth?,"Do you have any history of dental problems, such as cavities or gum disease?","Have you had any recent dental procedures, like fillings or extractions?","Do you have any history of grinding or clenching your teeth, especially at night?",Have you noticed any changes in the appearance or color of the affected tooth?,Do you have any history of sinus problems or allergies?,Have you been experiencing any ear pain or jaw pain?,"Do you have any medical conditions or take any medications that could affect your dental health, such as diabetes or medications causing dry mouth?","Have you tried any over-the-counter pain relievers, and did they provide any relief?",,,
Vertigo,"Have you experienced a sudden spinning sensation, as if the room is spinning around you?","Does the vertigo occur spontaneously, or is it triggered by specific movements, such as turning your head or getting up from a lying position?",Do you feel unsteady or off-balance even when you're not experiencing the spinning sensation?,"Have you noticed any changes in your hearing, such as ringing in your ears (tinnitus) or decreased hearing?",Have you recently had an upper respiratory tract infection or a sinus infection?,Have you experienced any recent head trauma or injury?,Do you have a history of migraines or severe headaches?,"Have you noticed any changes in your vision, such as blurring or double vision, during episodes of vertigo?",Do you have any difficulty swallowing or speaking during episodes of vertigo?,"Have you experienced any numbness, tingling, or weakness in your face, arms, or legs during or after an episode of vertigo?","Have you been taking any new medications recently, including over-the-counter medications or herbal supplements?",Have you been experiencing any significant stress or anxiety lately?,Do you have a family history of vertigo or any other neurologylogical conditions?,,,
Dizziness,Have you experienced any spinning or a sense that the room is spinning (vertigo)?,Do you feel lightheaded or like you might faint?,"Have you noticed any changes in your vision, such as blurriness or double vision?","Do you have any problems with your hearing, such as ringing in the ears (tinnitus)?",Have you experienced any weakness or numbness in your arms or legs?,Do you have a headache accompanying the dizziness?,Have you recently had an upper respiratory infection or sinus congestion?,Do you feel unsteady when walking or have difficulty with balance?,"Have you noticed any changes in your heart rate, such as a rapid or irregular heartbeat?","Do you feel worse when you change positions, such as going from lying down to standing up?",Have you recently started any new medications?,Have you experienced any emotional stress or anxiety?,Have you had any recent head trauma or injuries?,,,
Fatigue,Have you experienced any recent weight loss without trying to lose weight?,Do you have a fever or have you noticed any unusual sweating at night?,Are you experiencing any shortness of breath or difficulty breathing?,"Have you noticed any changes in your bowel movements, such as diarrhea or constipation?",Are you experiencing any unusual bleeding or bruising?,"Have you noticed any changes in your appetite, such as a significant decrease or increase?","Are you experiencing any unexplained pain or discomfort, especially in your joints or muscles?",Have you recently traveled to a different country or region?,Have you been exposed to any sick individuals or infectious diseases lately?,Have you noticed any changes in your vision or hearing?,"Are you experiencing any significant mood changes, such as increased sadness or irritability?","Have you noticed any changes in your skin, such as rashes, lesions, or discoloration?",Have you recently started or stopped taking any medications or supplements?,,,
Insomnia,Have you been experiencing difficulty falling asleep at night?,Do you wake up frequently during the night and have trouble getting back to sleep?,Do you wake up earlier than desired and find it hard to go back to sleep?,Do you have trouble staying asleep throughout the night?,Have you noticed any changes in your sleep pattern or quality recently?,Are you experiencing any stressful events or major life changes that might be affecting your sleep?,Have you noticed any symptoms of anxiety or depression lately?,Do you consume caffeine-containing beverages or foods close to bedtime?,Are you taking any medications that could potentially disrupt your sleep?,Do you snore loudly have witnessed breathing pauses during your sleep?,Have you been told by others that they witnessed breathing pauses during your sleep?,Do you experience any physical discomfort or pain that interferes with your sleep?,Have you had any recent travel across time zones or changes in your work schedule?,,,
"High blood pressure, Hypertension",Have you been diagnosed with high blood pressure before?,Do you have a family history of high blood pressure or cardiovascular disease?,Are you currently taking any medications for high blood pressure or any other medical conditions?,"Have you experienced any recent changes in your lifestyle, such as a change in diet or increased stress levels?","Do you have any symptoms associated with high blood pressure, such as headache, chest pain, shortness of breath, or blurred vision?",Have you noticed any swelling in your legs or ankles?,Do you have a history of kidney problems or any other kidney-related conditions?,"Have you been diagnosed with any other medical conditions, such as diabetes or thyroid disease?","Are you experiencing any symptoms that may suggest an underlying hormonal issue, such as excessive hair growth, menstrual irregularities, or weight changes?",Have you recently started or stopped taking any over-the-counter medications or herbal supplements?,Do you have a history of sleep apnea or any other sleep-related disorders?,Have you experienced any recent changes in your vision or any eye-related problems?,,,,
Joint pain,Have you experienced any recent injuries or trauma to the affected joint?,"Do you notice any redness, swelling, or warmth around the joint?","Is the joint pain primarily located in one joint, or does it involve multiple joints?",Have you noticed any stiffness or limited range of motion in the affected joint(s)?,Do you have a history of any autoimmune diseases such as rheumatoid arthritis or lupus?,Have you had any recent infections or fevers?,"Are you experiencing any other symptoms such as fatigue, weight loss, or night sweats?","Have you noticed any skin changes, like rashes or lesions, in the areas around the joint(s)?",Does the joint pain worsen with movement or physical activity?,Do you have a history of gout or elevated uric acid levels?,Have you noticed any changes in your bowel habits or abdominal pain?,Do you have a family history of any joint-related conditions or hereditary disorders?,Have you had any recent episodes of diarrhea or gastrointestinal symptoms?,Have you noticed any joint deformities or limitations in your range of motion?,,
Abnormal Vaginal bleeding,Do you bleeding between periods?,Have you stopped having your period?,Do you have heavy periods?,Do you have pain with your period?,Are you on birth control pills?,Do you have an IUD?,Are you on new medicines such as a new birthcontrol method?,Could you be pregnant or are you trying to become pregnant?,Is youre period abnormally long compared to normal for you?,Do you have a history of pelvic inflammatory disease (PID) or sexually transmitted infections (STIs)?,Is the bleeding occurring after sexual intercourse?,"Have you noticed any unusual vaginal discharge, such as a foul odor or changes in color or consistency?",Are you currently undergoing any cancer treatments or have you been diagnosed with a history of cancer?,,,
Diabetes,Have you been experiencing increased thirst and are you drinking more fluids than usual?,Have you noticed a significant increase in your frequency of urination?,"Do you often feel tired or fatigued, despite getting enough rest?",Have you experienced unexplained weight loss recently?,Do you have a family history of diabetes?,Have you noticed any blurred vision or changes in your eyesight?,"Are you experiencing frequent or recurring infections, such as urinary tract infections or skin infections?",Have you noticed any numbness or tingling in your hands or feet?,Have you had any slow-healing wounds or sores?,Do you often feel hungry or have increased food cravings?,"Have you noticed any changes in your skin, such as dryness or itchiness?",Do you frequently experience dizziness or lightheadedness?,Have you previously been diagnosed with diabetes or prediabetes?,,,
Urinary retention,Have you experienced any recent trauma or injury to the lower abdominal or pelvic area?,Are you currently taking any new medications?,"Have you had any recent surgeries, particularly in the pelvic region?",Do you have a history of urinary tract infections (UTIs)?,Are you experiencing any pain or discomfort in your lower abdomen or pelvic region?,"Have you noticed any changes in your bowel movements, such as constipation?",Are you experiencing any weakness or numbness in your lower extremities?,"Have you noticed any changes in your urinary stream, such as a weak or interrupted flow?",Do you have a history of prostate problems or enlargement?,Have you experienced any recent sexual dysfunction or difficulty with ejaculation?,Have you had any previous episodes of urinary retention?,"Are you experiencing any other urinary symptoms, such as frequent urination or urgency?",Do you have a history of diabetes or other conditions that affect nerve function?,,,
Erectile dysfunction,Have you ever experienced any difficulty achieving or maintaining an erection?,Have you noticed any changes in the firmness or quality of your erections?,Are you able to achieve an erection during self-stimulation (masturbation)?,Do you wake up with an erection in the morning (morning erections)?,Are you experiencing a decrease in sexual desire or libido?,Have you noticed any pain or discomfort during sexual activity or erections?,"Do you have any chronic medical conditions such as diabetes, hypertension, or heart disease?","Are you currently taking any medications, including over-the-counter drugs or supplements?",Have you recently started or stopped taking any medications?,Do you have a history of any hormonal disorders or abnormalities?,Have you undergone any surgeries or procedures involving the pelvic region or genitalia?,Have you experienced any psychological stress or emotional difficulties lately?,"Are you a smoker or do you use recreational drugs, such as marijuana or cocaine?",,,
Testicular pain,Do you have pain in one testicle?,Do you have pain in both testicles?,Is the pain constant?,Do you have buring or pain when you pee?,Have you had recent unprotected sex with a new partner?,Do you have a discharge from your penis?,Do you feel a lump or mass in the area of the testicle that hurts?,Is the pain reduced if you support your testicle? ,,,,,,,,
Chest congestion,"Have you experienced any recent exposure to environmental irritants, such as smoke, dust, or chemicals?","Do you have a history of allergies or known triggers that worsen your symptoms, such as pollen or pet dander?",Have you been experiencing a persistent cough along with your chest congestion?,Do you have a history of asthma or chronic obstructive pulmonary disease (COPD)?,"Have you been experiencing shortness of breath or difficulty breathing, especially with physical activity?","Have you noticed any changes in your sputum (phlegm), such as its color, consistency, or the presence of blood?",Are you experiencing chest pain or discomfort along with your congestion?,"Have you had any recent changes in your voice, such as hoarseness or a persistent sore throat?",Have you been running a fever or experiencing chills?,"Have you been experiencing any symptoms of gastroesophageal reflux disease (GERD), such as heartburn or regurgitation?",Do you have a history of heart disease or heart failure?,Do you have a history of smoking or exposure to secondhand smoke?,Do you have a history of anxiety or panic disorder?,,,
Neck pain,Have you experienced any recent trauma or injury to your neck?,Do you have a history of arthritis or other joint-related conditions?,Have you noticed any swelling or inflammation in your neck?,Do you have a fever or any signs of infection?,"Have you experienced any weakness, numbness, or tingling in your arms or hands?",Do you have any pain or stiffness in your shoulders?,Have you had any recent dental work or jaw problems?,Do you have a history of acid reflux or heartburn?,Are you experiencing any difficulty in moving your neck or turning your head?,Have you noticed any lumps or masses in your neck?,Do you have a history of thyroid problems?,Do you have any history of arthritis or joint problems?,Have you been experiencing any significant stress or anxiety lately?,,,
Muscle spasms,Have you experienced any recent injuries or trauma to the affected muscle?,Do the muscle spasms occur primarily during physical activity or exercise?,Have you noticed any weakness or loss of sensation in the affected area?,Do you have a history of muscle cramps or spasms in other parts of your body?,Have you recently started any new medications or changed your dosage of existing medications?,Have you been experiencing muscle spasms predominantly at rest or during periods of inactivity?,Do you have a history of kidney disease or are you currently on dialysis?,Have you noticed any swelling or redness in the area where the muscle spasms occur?,Do you experience muscle spasms more frequently during periods of stress or anxiety?,Have you recently started a new exercise routine or increased the intensity of your workouts?,"Have you noticed any changes in your bowel or bladder function, such as difficulty urinating or having a bowel movement?",Have you had any recent viral or bacterial infections?,Do you have a family history of muscle disorders or neurologylogical conditions?,,,
Lower back pain,Have you recently experienced any trauma or injury to your lower back?,"Is the pain localized to your lower back, or does it radiate to other areas, such as your legs or buttocks?","Do you experience any numbness, tingling, or weakness in your legs or feet?",Does your pain worsen when you stand or walk for extended periods?,Have you noticed any swelling or redness in your lower back?,Do you have a history of arthritis or any joint-related conditions?,Have you recently had a fever or any other signs of infection?,"Have you been experiencing any urinary or bowel changes, such as difficulty passing urine or having bowel movements?",Do you have a history of kidney stones or a family history of kidney-related problems?,Have you experienced any unexplained weight loss recently?,Do you have a history of cancer or have you ever been diagnosed with cancer?,"Have you noticed any abnormalities or changes in your bowel habits, such as blood in your stool?","Have you ever had a history of a spinal condition, such as herniated discs or spinal stenosis?",,,
Shoulder injury,Have you experienced any trauma or injury to your shoulder?,Did the pain start suddenly or gradually over time?,"Is the pain localized to your shoulder, or does it radiate to other areas?",Have you noticed any swelling or redness around your shoulder joint?,"Do you have difficulty moving your shoulder, such as lifting your arm or reaching behind your back?","Does the pain worsen with certain activities or movements, such as lifting objects or overhead motions?",Have you experienced any popping or clicking sensations in your shoulder joint?,Have you noticed any weakness in your shoulder or arm?,"Do you have a history of any chronic medical conditions, such as arthritis or diabetes?",Have you recently engaged in repetitive or strenuous activities involving your shoulder?,Have you had any previous shoulder injuries or surgeries?,Do you experience any numbness or tingling sensations in your arm or hand?,Have you sought any prior treatments or interventions for your shoulder pain?,,,
Sprained wrist,"Did the injury occur suddenly, or did it develop gradually over time?",Did you experience a fall or trauma to your wrist?,Did you notice any swelling around the injured area?,Is there any visible bruising or discoloration on your wrist?,Can you move your fingers and wrist without significant pain?,Did you hear or feel a popping or snapping sensation at the time of the injury?,Do you have any history of previous wrist injuries or conditions?,Are you able to put weight on your hand without severe pain?,Did you notice any numbness or tingling sensation in your fingers or hand?,Do you have any difficulty gripping objects or using your hand for daily activities?,Is there any visible deformity or misalignment of your wrist compared to the uninjured side?,"Have you applied any self-care measures, such as rest, ice, compression, or elevation?",Have you taken any medications for the pain or swelling?,,,
Vaginal itching,Have you noticed any abnormal vaginal discharge along with the itching?,Do you experience pain or discomfort during sexual intercourse?,"Have you recently started using any new soaps, detergents, or products in the genital area?",Have you ever been diagnosed with a sexually transmitted infection (STI)?,Have you noticed any changes in the color or odor of your vaginal discharge?,Do you have a history of allergies or known allergic reactions to any substances?,Have you taken any antibiotics recently or been on prolonged antibiotic treatment?,Have you ever been diagnosed with diabetes or any other chronic medical condition?,"Have you used any over-the-counter or prescription vaginal creams, suppositories, or douches?",Have you had any recent surgeries or procedures involving the genital area?,"Do you experience itching or discomfort in any other parts of your body, such as your scalp, feet, or hands?","Have you had any recent sexual encounters without using adequate protection, such as condoms?",,,,
Abnormal periods:,Have you experienced any changes in the regularity of your menstrual cycle?,Do you notice any excessive bleeding during your periods?,Have you observed any irregular bleeding between your periods?,Are your periods significantly longer or shorter than usual?,Have you recently experienced any severe pelvic pain during your periods?,Have you noticed any blood clots during your periods?,Have you experienced any weight gain or loss recently?,Do you have any history of thyroid problems?,Have you experienced any emotional stress or significant life changes recently?,"Have you been trying to conceive, and have you experienced difficulty in getting pregnant?",Have you noticed any unusual discharge from your vagina?,Have you had any recent sexual activity without using contraception?,Do you have a family history of gynecological or hormonal disorders?,,,
Loss of appetite,Have you experienced any unintentional weight loss recently?,Do you have any difficulty swallowing or pain while eating?,Have you noticed any changes in your taste or smell?,Are you currently taking any medications that might affect your appetite?,Have you had any persistent nausea or vomiting?,Do you have any abdominal pain or discomfort?,"Have you noticed any changes in your bowel movements, such as diarrhea or constipation?",Have you been feeling excessively tired or fatigued lately?,"Have you been experiencing any mood changes, such as feelings of sadness or lack of interest in activities you once enjoyed?","Have you noticed any changes in your urinary habits, such as increased frequency or urgency?",Have you had any recent fevers or night sweats?,"Do you have a history of any chronic medical conditions, such as diabetes, kidney disease, or liver disease?",,,,
"Fainting, Syncope",Have you experienced any loss of consciousness or blackouts?,"Did you regain consciousness spontaneously, or did someone have to help you regain consciousness?",Did you feel lightheaded or dizzy before the episode of fainting?,Did you experience any palpitations or irregular heartbeats preceding the fainting?,Did you notice any chest pain or discomfort before or after the episode?,"Did you have any warning signs such as sweating, nausea, or feeling warm before fainting?",Were you in an upright position when the fainting occurred?,Did the episode of fainting happen suddenly without any warning?,Did you experience any muscle jerking or twitching during the episode?,Did you lose control of your bladder or bowel during the episode?,Did the episode occur while you were standing still or during physical activity?,"Did the fainting happen in a specific setting, such as after standing up or during a specific activity?",Have you experienced any recent illnesses or infections?,,,
Swollen lymph node,"Have you noticed any recent infections, such as cold, sore throat, or urinary tract infection?","Do you have any skin wounds, cuts, or infections that might be related to the swollen lymph nodes?",Have you experienced any unexplained weight loss recently?,Have you traveled to any new or different geographic areas recently?,Do you have any known allergies or exposure to allergens?,Have you experienced any night sweats or excessive sweating?,"Have you noticed any changes in your appetite, such as increased or decreased food intake?",Do you have a history of autoimmune disorders or family history of similar conditions?,Have you been in contact with anyone who has been diagnosed with tuberculosis or other contagious diseases?,Have you ever been diagnosed with cancer or undergone any cancer treatments in the past?,"Are you experiencing any symptoms related to the respiratory system, such as cough, shortness of breath, or chest pain?",Have you noticed any abnormal skin rashes or lesions?,"Are you currently taking any medications, including over-the-counter drugs or herbal supplements?",,,
Wound infection,Have you recently experienced any trauma or injury that could have caused the wound?,Did you clean the wound properly after the injury?,"Is the wound red, swollen, or tender to touch?",Do you have any pus or discharge coming from the wound?,Is there an unpleasant odor coming from the wound?,Are you experiencing any fever or chills?,Is the area around the wound warm to touch?,Have you noticed any spreading of redness or streaks extending from the wound?,Are you experiencing any pain or discomfort at the site of the wound?,Have you noticed any enlarged lymph nodes near the affected area?,Have you had any recent surgeries or medical procedures?,"Do you have any chronic medical conditions that could affect wound healing, such as diabetes or immune system disorders?","Have you been in contact with any substances or environments that may increase the risk of infection, such as contaminated water or soil?",,,
Acid reflux,"Do you experience a burning sensation in your chest, often referred to as heartburn?",Does this heartburn typically occur after meals or when lying down?,Have you noticed a sour or acidic taste in your mouth along with the heartburn?,Do you frequently experience the sensation of stomach acid or partially digested food coming back up into your throat (regurgitation)?,"Have you noticed an increase in heartburn when consuming certain foods or beverages, such as spicy, fatty, or citrusy items?",Do you often consume large meals or eat quickly?,Have you experienced relief from heartburn symptoms after taking antacids or over-the-counter acid reducers?,Have you noticed any association between your heartburn and lying flat or bending over?,Do you experience difficulty swallowing or feel like there's a lump in your throat (dysphagia)?,Have you noticed any unintended weight loss or a decrease in appetite?,"Do you have a history of gastrointestinal conditions like gastroesophageal reflux disease (GERD), peptic ulcers, or gastritis?","Have you been taking medications such as nonsteroidal anti-inflammatory drugs (NSAIDs), aspirin, or certain antibiotics, which can contribute to acid reflux symptoms?",Have you ever been diagnosed with a hiatal hernia or undergone any previous surgeries related to your digestive system?,,,
Heartburn,"Have you experienced a burning sensation in your chest, especially after eating or lying down?",Do you often experience a sour or acidic taste in your mouth?,"Have you noticed an increase in heartburn when you consume certain foods or drinks, such as spicy or fatty meals, caffeine, or alcohol?",Have you experienced any difficulty swallowing or the feeling of food getting stuck in your throat?,Have you noticed any regurgitation or the sensation of stomach acid or food coming back up into your throat?,Have you been experiencing any chest pain or discomfort along with the heartburn?,"Do you feel bloated or excessively full after eating, even if you haven't consumed a large amount of food?","Have you noticed any changes in your bowel movements, such as diarrhea or constipation?",Have you experienced any unexplained weight loss or a decrease in appetite recently?,"Do you have a history of gastrointestinal conditions such as gastroesophageal reflux disease (GERD), peptic ulcers, or gastritis?","Have you been taking any medications, such as nonsteroidal anti-inflammatory drugs (NSAIDs), aspirin, or bisphosphonates, which can contribute to heartburn symptoms?",Have you ever been diagnosed with a hiatal hernia or had any previous surgeries involving your digestive system?,"Have you noticed any respiratory symptoms, such as coughing, wheezing, or shortness of breath, that coincide with your heartburn episodes?","Have you noticed any respiratory symptoms, such as coughing, wheezing, or shortness of breath, that coincide with your heartburn episodes?",,
Difficulty swallowing,Have you experienced any pain or discomfort while swallowing?,"Does the difficulty swallowing primarily affect solids, liquids, or both?",Have you noticed any weight loss recently?,Are you experiencing any regurgitation or bringing back up of food or liquids?,Do you have a history of acid reflux or heartburn?,Have you ever been diagnosed with a condition called gastroesophageal reflux disease (GERD)?,Do you have a history of smoking or alcohol consumption?,Have you noticed any changes in your voice or hoarseness?,Are you currently experiencing any chest pain or discomfort?,Have you ever been diagnosed with an esophageal stricture or narrowing?,Have you experienced any episodes of choking or coughing while eating or drinking?,Are you currently taking any medications that may cause dry mouth or difficulty swallowing?,Have you noticed any swelling or enlargement in your neck or throat?,,,
Anxiety,Have you experienced sudden episodes of intense fear or discomfort?,Do these episodes come on unexpectedly without an apparent trigger?,"During these episodes, do you have a rapid heartbeat or palpitations?",Do you feel shortness of breath or have difficulty breathing during these episodes?,Have you ever had chest pain or discomfort during these episodes?,"Do you feel lightheaded, dizzy, or faint during these episodes?",Have you noticed any trembling or shaking during these episodes?,Do you feel a sense of impending doom or a fear of losing control during these episodes?,Have you experienced excessive sweating or chills during these episodes?,Do you have recurring thoughts of death or dying during these episodes?,Do you often avoid certain places or situations because you fear having another episode?,"Have you experienced any significant changes in your sleep patterns, such as trouble falling asleep or staying asleep?","Have you noticed any changes in your appetite or weight, either an increase or decrease?",,,
